id_lexeme	lexeme	ori_lexeme	postag	ori_postag
74329	abondantaise	dimoc	Adj	dimoc
74330	abondantaise	glaff	Nf	glaff
74331	abondante	dimoc	Adj	dimoc
74332	abondantiel	denom	Adj	denom
74333	abondantissime	glaff	Adj	glaff
74334	abondement	demonette	Nm	demonette
74335	abonder	demonette	V	demonette
74336	abondeur	glaff	Adj	glaff
74337	abondeur	glaff	Nm	glaff
74338	aboner	glaff	V	glaff
74339	abonnage	demonette	Nm	demonette
74340	abonnataire	dimoc	Adj	dimoc
74341	abonnataire	glaff	Nm	glaff
74342	abonnement	demonette	Nm	demonette
74343	abonner	demonette	V	demonette
74344	abonneur	lexeur	Nm	lexeur
74345	abonnir	demonette	V	demonette
74346	abonnissement	demonette	Nm	demonette
74347	abonné	glaff	Adj	glaff
74348	abonné	glaff	Nm	glaff
74349	abonnée	glaff	Nf	glaff
74350	abonnées	glawi	Nfp	glawi
74351	aboral	glaff	Adj	glaff
74352	abord	glaff	Nm	glaff
74353	abordabiliser	glaff	V	glaff
74354	abordabilité	glaff	Nf	glaff
74355	abordable	glaff	Adj	glaff
74356	abordage	demonette	Nm	demonette
74357	abordement	demonette	Nm	demonette
74358	aborder	demonette	V	demonette
74359	abordeur	demonette	Nm	demonette
74360	abordé	denom	Adj	denom
74361	abori	glaff	Nf	glaff
74362	abori	glaff	Nm	glaff
74363	aboriginalité	glaff	Nf	glaff
74364	aborigène	glaff	Adj	glaff
74365	aborigène	glaff	Nf	glaff
74366	aborigène	glaff	Nm	glaff
74367	aborigénat	dimoc	Nm	dimoc
74368	aborigénité	mordan	Nf	mordan
74369	abornage	demonette	Nm	demonette
74370	abornement	demonette	Nm	demonette
74371	aborner	demonette	V	demonette
74372	abortif	demonette	Adj	demonette
74373	abortion	demonette	Nf	demonette
74374	abosien	glaff	Adj	glaff
74375	abosien	glaff	Nm	glaff
74376	abosienne	glaff	Nf	glaff
74377	abosiienne	dimoc	Adj	dimoc
74378	abosiienne	dimoc	Nf	dimoc
74379	abot	glaff	Nm	glaff
74380	aboteau	glaff	Nm	glaff
74381	aboter	glaff	V	glaff
74382	aboteusir	glaff	V	glaff
74383	abouca	glaff	Nm	glaff
74384	abouchage	demonette	Nm	demonette
74385	abouchement	demonette	Nm	demonette
74386	aboucher	demonette	V	demonette
74387	aboucheur	demonette	Nm	demonette
74388	aboucler	glaff	V	glaff
74389	aboucouchou	glaff	Nm	glaff
74390	aboudabien	glaff	Adj	glaff
74391	aboudabien	glaff	Nm	glaff
74392	aboudabienne	glaff	Nm	glaff
74393	aboudabiienne	dimoc	Adj	dimoc
74394	aboudabiienne	dimoc	Nf	dimoc
74395	aboudhabien	glaff	Adj	glaff
74396	aboudhabien	glaff	Nm	glaff
74397	aboudhabienne	glaff	Nf	glaff
74398	aboudhabiienne	dimoc	Adj	dimoc
74399	aboudhabiienne	dimoc	Nf	dimoc
74400	abouement	glaff	Nm	glaff
74401	abougri	glaff	Adj	glaff
74402	abougrir	demonette	V	demonette
74403	abougrissement	demonette	Nm	demonette
74404	aboukarne	glaff	Nm	glaff
74405	aboukorn	glaff	Nm	glaff
74406	aboulement	glaff	Nm	glaff
74407	abouler	glaff	V	glaff
74408	aboulie	glaff	Nf	glaff
74409	aboulique	glaff	Adj	glaff
74410	aboulir	glaff	V	glaff
74411	abounas	glawi	Nmp	glawi
74412	abouner	glaff	V	glaff
74413	aboung	glaff	Nm	glaff
74414	abouquement	glaff	Nm	glaff
74415	abouquer	glaff	V	glaff
74416	abourner	glaff	V	glaff
74417	abouré	glaff	Nm	glaff
74418	abouser	glaff	V	glaff
74419	about	glaff	Nm	glaff
74420	aboutage	demonette	Nm	demonette
74421	aboutement	demonette	Nm	demonette
74422	abouter	demonette	V	demonette
74423	abouti	glaff	Adj	glaff
74424	aboutir	demonette	V	demonette
74425	aboutissant	glaff	Adj	glaff
74426	aboutissant	glaff	Nm	glaff
74427	aboutissement	demonette	Nm	demonette
74428	aboutitude	mordan	Nf	mordan
74429	aboutonner	glaff	V	glaff
74430	aboutouner	glaff	V	glaff
74431	abouté	glaff	Adj	glaff
74432	aboyable	glaff	Adj	glaff
74433	aboyant	glaff	Adj	glaff
74434	aboyer	demonette	V	demonette
74435	aboyeur	denom	Adj	denom
74436	aboyeur	demonette	Nm	demonette
74437	aboyeuse	demonette	Nf	demonette
74438	aboyeuses	glawi	Nfp	glawi
74439	aboîment	glaff	Nm	glaff
74440	aboûment	glaff	Nm	glaff
74441	abracadabra	glaff	Nm	glaff
74442	abracadabrant	glaff	Adj	glaff
74443	abracadabrante	dimoc	Adj	dimoc
74444	abracadabranterie	mordan	Nf	mordan
74445	abracadabrantesque	glaff	Adj	glaff
74446	abracadabrantesquerie	mordan	Nf	mordan
74447	abracadabrantiser	glaff	V	glaff
74448	abracadabrantisme	glaff	Nm	glaff
74449	abracadabrer	glaff	V	glaff
74450	abracadabresque	glaff	Adj	glaff
74451	abrachie	glaff	Nf	glaff
74452	abrader	glaff	V	glaff
74453	abrahamais	dimoc	Adj	dimoc
74454	abrahamais	dimoc	Nm	dimoc
74455	abrahamaise	dimoc	Adj	dimoc
74456	abrahamaise	dimoc	Nf	dimoc
74457	abrahamien	dimoc	Adj	dimoc
74458	abrahamien	dimoc	Nm	dimoc
74459	abrahamiienne	dimoc	Adj	dimoc
74460	abrahamiienne	dimoc	Nf	dimoc
74461	abrahamique	glaff	Adj	glaff
74462	abrahamiser	glaff	V	glaff
74463	abrahamiste	glaff	Adj	glaff
74464	abramalaire	glaff	Adj	glaff
74465	abrander	glaff	V	glaff
74466	abraquer	glaff	V	glaff
74467	abras	glaff	Nm	glaff
74468	abrasage	demonette	Nm	demonette
74469	abrasement	demonette	Nm	demonette
74470	abraser	demonette	V	demonette
74471	abrasif	demonette	Adj	demonette
74472	abrasif	glaff	Nm	glaff
74473	abrasimètre	glaff	Nm	glaff
74474	abrasimétrie	glaff	Nf	glaff
74475	abrasin	glaff	Nm	glaff
74476	abrasion	demonette	Nf	demonette
74477	abrasivité	glaff	Nf	glaff
74478	abrasser	glaff	V	glaff
74479	abrater	glaff	V	glaff
74480	abraxas	glaff	Nm	glaff
74481	abraysien	glaff	Adj	glaff
74482	abraysien	glaff	Nm	glaff
74483	abraysienne	glaff	Nf	glaff
74484	abraysiienne	dimoc	Adj	dimoc
74485	abraysiienne	dimoc	Nf	dimoc
74486	abrazite	glaff	Nf	glaff
74487	abrelle	glaff	Nf	glaff
74488	abrer	demonette	V	demonette
74489	abreschvillois	glaff	Adj	glaff
74490	abreschvillois	glaff	Nm	glaff
74491	abreschvilloise	dimoc	Adj	dimoc
74492	abreschvilloise	glaff	Nf	glaff
74493	abrestois	glaff	Adj	glaff
74494	abrestois	glaff	Nm	glaff
74495	abrestoise	dimoc	Adj	dimoc
74496	abrestoise	glaff	Nf	glaff
74497	abreuvage	demonette	Nm	demonette
74498	abreuvement	demonette	Nm	demonette
74499	abreuver	demonette	V	demonette
74500	abreuveur	demonette	Nm	demonette
74501	abreuvoir	glaff	Nm	glaff
74502	abreuvé	denom	Adj	denom
74503	abreyer	glaff	V	glaff
74504	abri	glaff	Nm	glaff
74505	abri-sous-roche	glaff	Nm	glaff
74506	abri-vent	glaff	Nm	glaff
74507	abribus	glaff	Nm	glaff
74508	abricot	glaff	Adj	glaff
74509	abricot	glaff	Nm	glaff
74510	abricot-pêche	glaff	Nm	glaff
74511	abricotage	glaff	Nm	glaff
74512	abricoter	glaff	V	glaff
74513	abricoteraie	dimoc	Nf	dimoc
74514	abricotier	glaff	Adj	glaff
74515	abricotier	glaff	Nm	glaff
74516	abricotier-pays	glaff	Nm	glaff
74517	abricotine	glaff	Nf	glaff
74518	abricotière	dimoc	Adj	dimoc
74519	abricotière	glaff	Nf	glaff
74520	abricoté	glaff	Nm	glaff
74521	abrienais	glaff	Adj	glaff
74522	abrienais	glaff	Nm	glaff
74523	abrienaise	dimoc	Adj	dimoc
74524	abrienaise	glaff	Nf	glaff
74525	abrier	glaff	V	glaff
74526	abriessois	glaff	Adj	glaff
74527	abriessois	glaff	Nm	glaff
74528	abriessoise	dimoc	Adj	dimoc
74529	abriessoise	glaff	Nf	glaff
74530	abriller	glaff	V	glaff
74531	abrine	glaff	Nf	glaff
74532	abrisser	glaff	V	glaff
74533	abritant	denom	Adj	denom
74534	abritement	demonette	Nm	demonette
74535	abriter	demonette	V	demonette
74536	abrité	denom	Adj	denom
74537	abrivade	glaff	Nf	glaff
74538	abrivado	glaff	Nf	glaff
74539	abrivados	glawi	Nmp	glawi
74540	abrivent	glaff	Nm	glaff
74541	abriver	glaff	V	glaff
74542	abrogateur	glaff	Adj	glaff
74543	abrogatif	glaff	Adj	glaff
74544	abrogation	demonette	Nf	demonette
74545	abrogatoire	glaff	Adj	glaff
74546	abrogeable	glaff	Adj	glaff
74547	abrogement	glaff	Nm	glaff
74548	abroger	demonette	V	demonette
74549	abrogeur	glaff	Nm	glaff
74550	abrogé	glaff	Adj	glaff
74551	abrolle	glaff	Nm	glaff
74552	abron	glaff	Nm	glaff
74553	abrosaurus	glaff	Nm	glaff
74554	abrotanoïde	glaff	Adj	glaff
74555	abrotanoïde	glaff	Nf	glaff
74556	abrotone	dimoc	Nf	dimoc
74557	abrotonite	dimoc	Nm	dimoc
74558	abrouti	glaff	Adj	glaff
74559	abroutir	demonette	V	demonette
74560	abroutissement	demonette	Nm	demonette
74561	abrunchir	glaff	V	glaff
74562	abrundir	glaff	V	glaff
74563	abrupt	glaff	Adj	glaff
74564	abrupt	glaff	Nm	glaff
74565	abruptesse	mordan	Nf	mordan
74566	abruption	glaff	Nf	glaff
74567	abruptité	mordan	Nf	mordan
74568	abrute	glaff	Adj	glaff
74569	abruti	glaff	Adj	glaff
74570	abruti	glaff	Nm	glaff
74571	abrutie	glaff	Nf	glaff
74572	abrutir	demonette	V	demonette
74573	abrutissant	glaff	Adj	glaff
74574	abrutissement	demonette	Nm	demonette
74575	abrutisseur	glaff	Adj	glaff
74576	abrutisseur	demonette	Nm	demonette
74577	abrutisseuse	glaff	Nf	glaff
74578	abrutisseuses	glawi	Nfp	glawi
74579	abrutissime	glaff	Adj	glaff
74580	abruzzais	glaff	Adj	glaff
74581	abruzzais	glaff	Nm	glaff
74582	abruzzaise	dimoc	Adj	dimoc
74583	abruzzaise	glaff	Nf	glaff
74584	abrègement	demonette	Nm	demonette
74585	abréacteur	demonette	Nm	demonette
74586	abréactif	glaff	Adj	glaff
74587	abréaction	demonette	Nf	demonette
74588	abréagir	glaff	V	glaff
74589	abrégement	demonette	Nm	demonette
74590	abréger	demonette	V	demonette
74591	abrégé	glaff	Adj	glaff
74592	abrégé	glaff	Nm	glaff
74593	abrésien	glaff	Adj	glaff
74594	abrésien	glaff	Nm	glaff
74595	abrésienne	glaff	Nf	glaff
74596	abrésiienne	dimoc	Adj	dimoc
74597	abrésiienne	dimoc	Nf	dimoc
74598	abréviateur	demonette	Nm	demonette
74599	abréviatif	demonette	Adj	demonette
74600	abréviation	demonette	Nf	demonette
74601	abréviativité	glaff	Nf	glaff
74602	abréviatrice	glaff	Nf	glaff
74603	abréviature	glaff	Nf	glaff
74604	abrévier	glaff	V	glaff
74605	abrévié	glaff	Adj	glaff
74606	abréyer	glaff	V	glaff
74607	abrêt	dimoc	Nm	dimoc
74608	abrêtier	dimoc	Nm	dimoc
74609	abs	glaff	Nm	glaff
74610	abs.	glaff	Adj	glaff
74611	absalonien	glaff	Adj	glaff
74612	absaloniienne	dimoc	Adj	dimoc
74613	absalonner	glaff	V	glaff
74614	abscise	glaff	Nf	glaff
74615	abscisse	glaff	Nf	glaff
74616	abscission	glaff	Nf	glaff
74617	absconder	glaff	V	glaff
74618	abscondité	glaff	Nf	glaff
74619	abscondre	glaff	V	glaff
74620	absconnais	glaff	Adj	glaff
74621	absconnais	glaff	Nm	glaff
74622	absconnaise	dimoc	Adj	dimoc
74623	absconnaise	glaff	Nf	glaff
74624	abscons	glaff	Adj	glaff
74625	absconser	glaff	V	glaff
74626	absconserie	mordan	Nf	mordan
74627	abscopal	glaff	Adj	glaff
74628	absence	glaff	Nf	glaff
74629	absent	glaff	Adj	glaff
74630	absent	glaff	Nm	glaff
74631	absentable	glaff	Adj	glaff
74632	absente	dimoc	Adj	dimoc
74633	absente	glaff	Nf	glaff
74634	absentement	demonette	Nm	demonette
74635	absenter	demonette	V	demonette
74636	absentiser	glaff	V	glaff
74637	absentisme	dimoc	Nm	dimoc
74638	absentéisme	glaff	Nm	glaff
74639	absentéiste	glaff	Adj	glaff
74640	absentéiste	dimoc	Nf	dimoc
74641	absentéiste	dimoc	Nm	dimoc
74642	absidal	glaff	Adj	glaff
74643	abside	glaff	Nf	glaff
74644	absidial	glaff	Adj	glaff
74645	absidiole	glaff	Nf	glaff
74646	absien	dimoc	Adj	dimoc
74647	absien	dimoc	Nm	dimoc
74648	absiienne	dimoc	Adj	dimoc
74649	absiienne	dimoc	Nf	dimoc
74650	absinthage	demonette	Nm	demonette
74651	absinthate	dimoc	Nm	dimoc
74652	absinthe	glaff	Adj	glaff
74653	absinthe	glaff	Nf	glaff
74654	absinthe	glaff	Nm	glaff
74655	absinther	demonette	V	demonette
74656	absintheur	demonette	Nm	demonette
74657	absintheuse	demonette	Nf	demonette
74658	absinthier	glaff	Nm	glaff
74659	absinthine	glaff	Nf	glaff
74660	absinthiophilie	glaff	Nf	glaff
74661	absinthique	glaff	Adj	glaff
74662	absinthiser	glaff	V	glaff
74663	absinthisme	glaff	Nm	glaff
74664	absinthé	glaff	Adj	glaff
74665	absolette	dimoc	Nf	dimoc
74666	absolu	glaff	Adj	glaff
74667	absolu	glaff	Nm	glaff
74668	absolue	dimoc	Adj	dimoc
74669	absoluité	glaff	Nf	glaff
74670	absoluterie	mordan	Nf	mordan
74671	absoluteur	glaff	Adj	glaff
74672	absoluteur	demonette	Nm	demonette
74673	absolutif	demonette	Adj	demonette
74674	absolutif	glaff	Nm	glaff
74675	absolution	demonette	Nf	demonette
74676	absolutionnel	denom	Adj	denom
74677	absolutisation	demonette	Nf	demonette
74678	absolutiser	demonette	V	demonette
74679	absolutisme	glaff	Nm	glaff
74680	absolutiste	glaff	Adj	glaff
74681	absolutiste	glaff	Nf	glaff
74682	absolutiste	glaff	Nm	glaff
74683	absolutoire	glaff	Adj	glaff
74684	absolutrice	demonette	Nf	demonette
74685	absolvable	glaff	Adj	glaff
74686	absolvant	denom	Adj	denom
74687	absorbable	glaff	Adj	glaff
74688	absorbance	glaff	Nf	glaff
74689	absorbant	glaff	Adj	glaff
74690	absorbant	glaff	Nm	glaff
74691	absorbat	dimoc	Nm	dimoc
74692	absorbation	demonette	Nf	demonette
74693	absorbement	demonette	Nm	demonette
74694	absorber	demonette	V	demonette
74695	absorbeur	glaff	Adj	glaff
74696	absorbeur	demonette	Nm	demonette
74697	absorbeur-neutralisateur	glaff	Nm	glaff
74698	absorbé	glaff	Adj	glaff
74699	absorptif	demonette	Adj	demonette
74700	absorption	demonette	Nf	demonette
74701	absorptivité	glaff	Nf	glaff
74702	absoudre	demonette	V	demonette
74703	absous	denom	Adj	denom
74704	absoute	denom	Adj	denom
74705	absoute	glaff	Nf	glaff
74706	absteneur	glaff	Nm	glaff
74707	absteneuse	glaff	Nf	glaff
74708	abstenir	demonette	V	demonette
74709	abstention	demonette	Nf	demonette
74710	abstentionnisme	glaff	Nm	glaff
74711	abstentionniste	glaff	Adj	glaff
74712	abstentionniste	glaff	Nf	glaff
74713	abstentionniste	glaff	Nm	glaff
74714	abstentionnite	dimoc	Nf	dimoc
74715	abstenu	denom	Adj	denom
74716	abstergent	glaff	Adj	glaff
74717	abstergent	glaff	Nm	glaff
74718	absterger	demonette	V	demonette
74719	abstersif	demonette	Adj	demonette
74720	abstersion	demonette	Nf	demonette
74721	abstinence	glaff	Nf	glaff
74722	abstinent	glaff	Adj	glaff
74723	abstinent	glaff	Nm	glaff
74724	abstinente	glaff	Nf	glaff
74725	abstract	glaff	Nm	glaff
74726	abstracteur	demonette	Nm	demonette
74727	abstractif	demonette	Adj	demonette
74728	abstractification	glaff	Nf	glaff
74729	abstraction	demonette	Nf	demonette
74730	abstractionnisme	glaff	Nm	glaff
74731	abstractionniste	glaff	Adj	glaff
74732	abstractionniste	glaff	Nf	glaff
74733	abstractionniste	glaff	Nm	glaff
74734	abstractisation	glaff	Nf	glaff
74735	abstractiser	glaff	V	glaff
74736	abstractivité	glaff	Nf	glaff
74737	abstraire	demonette	V	demonette
74738	abstrait	glaff	Adj	glaff
74739	abstrait	glaff	Nm	glaff
74740	abstreindre	glaff	V	glaff
74741	abstrus	glaff	Adj	glaff
74742	abstrusion	glaff	Nf	glaff
74743	abstrusitude	mordan	Nf	mordan
74744	abstrusité	mordan	Nf	mordan
74745	abstème	glaff	Adj	glaff
74746	abstème	glaff	Nf	glaff
74747	abstème	glaff	Nm	glaff
74748	absurde	glaff	Adj	glaff
74749	absurde	glaff	Nm	glaff
74750	absurderie	mordan	Nf	mordan
74751	absurdie	glaff	Nf	glaff
74752	absurdiser	glaff	V	glaff
74753	absurdisme	dimoc	Nm	dimoc
74754	absurdité	glaff	Nf	glaff
74755	absynthe	glaff	Nf	glaff
74756	abua	glaff	Nm	glaff
74757	abugida	glaff	Nm	glaff
74758	abui	glaff	Nm	glaff
74759	abujanais	dimoc	Adj	dimoc
74760	abujanais	dimoc	Nm	dimoc
74761	abujanaise	dimoc	Adj	dimoc
74762	abujanaise	dimoc	Nf	dimoc
74763	abukuma	glaff	Nf	glaff
74764	abun	glaff	Nm	glaff
74765	abuna	glaff	Nm	glaff
74766	abuner	glaff	V	glaff
74767	abung	glaff	Nm	glaff
74768	abure	glaff	Nm	glaff
74769	abus	demonette	Nm	demonette
74770	abusement	demonette	Nm	demonette
74771	abuser	demonette	V	demonette
74772	abuseur	glaff	Nm	glaff
74773	abuseuse	glaff	Nf	glaff
74774	abusif	demonette	Adj	demonette
74775	abusus	glaff	Nm	glaff
74776	abusé	denom	Adj	denom
74777	abuter	glaff	V	glaff
74778	abutilon	glaff	Nm	glaff
74779	abutyrotomofilogène	glaff	Adj	glaff
74780	aby	glaff	Nm	glaff
74781	abymer	glaff	V	glaff
74782	abymien	glaff	Adj	glaff
74783	abymien	glaff	Nm	glaff
74784	abymienne	glaff	Nf	glaff
74785	abymiienne	dimoc	Adj	dimoc
74786	abymiienne	dimoc	Nf	dimoc
74787	abyssal	glaff	Adj	glaff
74788	abyssaliser	glaff	V	glaff
74789	abyssalité	glaff	Nf	glaff
74790	abysse	glaff	Nm	glaff
74791	abyssin	glaff	Adj	glaff
74792	abyssin	glaff	Nm	glaff
74793	abyssine	glaff	Nf	glaff
74794	abyssinien	glaff	Adj	glaff
74795	abyssinien	glaff	Nm	glaff
74796	abyssinienne	glaff	Nf	glaff
74797	abyssiniienne	dimoc	Adj	dimoc
74798	abyssiniienne	dimoc	Nf	dimoc
74799	abyssiniser	glaff	V	glaff
74800	abyssinité	mordan	Nf	mordan
74801	abyssopélagique	glaff	Adj	glaff
74802	abzacais	glaff	Adj	glaff
74803	abzacais	glaff	Nm	glaff
74804	abzacaise	dimoc	Adj	dimoc
74805	abzacaise	glaff	Nf	glaff
74806	abzacois	glaff	Adj	glaff
74807	abzacois	glaff	Nm	glaff
74808	abzacoise	dimoc	Adj	dimoc
74809	abzacoise	glaff	Nf	glaff
74810	abzyme	glaff	Nm	glaff
74811	abâtardi	denom	Adj	denom
74812	abâtardir	demonette	V	demonette
74813	abâtardissable	glaff	Adj	glaff
74814	abâtardissement	demonette	Nm	demonette
74815	abâteler	glaff	V	glaff
74816	abèchement	demonette	Nm	demonette
74817	abé	glaff	Nm	glaff
74818	abéchement	demonette	Nm	demonette
74819	abécher	demonette	V	demonette
74820	abécédaire	glaff	Adj	glaff
74821	abécédaire	glaff	Nm	glaff
74822	abécédéphilie	glaff	Nf	glaff
74823	abée	glaff	Nf	glaff
74824	abéen	dimoc	Adj	dimoc
74825	abéen	dimoc	Nm	dimoc
74826	abéenne	dimoc	Adj	dimoc
74827	abéenne	dimoc	Nf	dimoc
74828	abéion	dimoc	Nm	dimoc
74829	abélianiser	glaff	V	glaff
74830	abélie	glaff	Nf	glaff
74831	abélie	glaff	Nm	glaff
74832	abélien	glaff	Adj	glaff
74833	abélien	glaff	Nm	glaff
74834	abéliienne	dimoc	Adj	dimoc
74835	abélir	glaff	V	glaff
74836	abéliser	glaff	V	glaff
74837	abélisme	glaff	Nm	glaff
74838	abéliste	glaff	Adj	glaff
74839	abéliste	glaff	Nf	glaff
74840	abéliste	glaff	Nm	glaff
74841	abélite	glaff	Nm	glaff
74842	abélites	glawi	Nmp	glawi
74843	abélonien	glaff	Nm	glaff
74844	abéloïte	dimoc	Nf	dimoc
74845	abéloïte	dimoc	Nm	dimoc
74846	abéloïtes	glawi	Nmp	glawi
74847	abénaki	glaff	Adj	glaff
74848	abénaki	glaff	Nm	glaff
74849	abénakie	glaff	Nf	glaff
74850	abénakis	glaff	Adj	glaff
74851	abénakise	glaff	Nf	glaff
74852	abénaqui	glaff	Adj	glaff
74853	abénaquis	glaff	Adj	glaff
74854	abénaquis	glaff	Nm	glaff
74855	abénaquise	glaff	Nf	glaff
74856	abénaquiser	glaff	V	glaff
74857	abénévis	glaff	Nm	glaff
74858	abéquage	demonette	Nm	demonette
74859	abéquer	demonette	V	demonette
74860	abéqueuse	demonette	Nf	demonette
74861	abérier	glaff	V	glaff
74862	abérois	dimoc	Adj	dimoc
74863	abérois	dimoc	Nm	dimoc
74864	abéroise	dimoc	Adj	dimoc
74865	abéroise	dimoc	Nf	dimoc
74866	abêti	denom	Adj	denom
74867	abêtir	demonette	V	demonette
74868	abêtissant	glaff	Adj	glaff
74869	abêtissement	demonette	Nm	demonette
74870	abêtisseur	lexeur	Nm	lexeur
74871	abîmant	glaff	Adj	glaff
74872	abîme	glaff	Nm	glaff
74873	abîmement	demonette	Nm	demonette
74874	abîmer	demonette	V	demonette
74875	abîmé	glaff	Adj	glaff
